"","char","freq"
"6390","冷然",1
"6391","事嗎",1
"6392","好意",1
"6393","心泥",1
"6394","一尺",1
"6395","都憚",1
"6396","經堂",1
"6397","現已",1
"6398","親陸",1
"6399","澄",1
"6400","嬉耍",1
"6401","這排",1
"6402","中年婦女",1
"6403","塔",1
"6404","總給",1
"6405","輸給",1
"6406","各色",1
"6407","而還",1
"6408","汗流",1
"6409","渺小",1
"6410","車費",1
"6411","抄錄下來",1
"6412","其翼樓",1
"6413","大飯",1
"6414","寫著",1
"6415","末端",1
"6416","停課",1
"6417","沾沾自喜",1
"6418","歌德",1
"6419","歪著",1
"6420","團團",1
"6421","丘陵",1
"6422","693",1
"6423","刀鞘",1
"6424","無底",1
"6425","歲暮",1
"6426","滿嘴",1
"6427","放肘",1
"6428","弄錯",1
"6429","崇高",1
"6430","所干",1
"6431","經常出現",1
"6432","劇名",1
"6433","起風",1
"6434","書齋",1
"6435","熏黑了",1
"6436","是夜",1
"6437","盆景",1
"6438","很窮",1
"6439","或當",1
"6440","川西",1
"6441","跑過",1
"6442","本應",1
"6443","日用",1
"6444","射",1
"6445","故事梗概",1
"6446","樹墩",1
"6447","將築",1
"6448","在剛",1
"6449","東郊",1
"6450","桔樹",1
"6451","信封",1
"6452","達到目標",1
"6453","峽谷",1
"6454","燃燒彈",1
"6455","穿鞋",1
"6456","鎖門",1
"6457","真率",1
"6458","大粒",1
"6459","小氣",1
"6460","奇特",1
"6461","鼻翼",1
"6462","拉住",1
"6463","剔除",1
"6464","式的",1
"6465","鄰內",1
"6466","弘德分",1
"6467","會似",1
"6468","睫毛",1
"6469","瘦小",1
"6470","不絕",1
"6471","地喘著",1
"6472","良心",1
"6473","人口",1
"6474","油然",1
"6475","敕命",1
"6476","佛門",1
"6477","制幅掛",1
"6478","唔",1
"6479","浪明",1
"6480","護土",1
"6481","話匣子",1
"6482","喚到",1
"6483","新式",1
"6484","在陽",1
"6485","乘坐",1
"6486","鼓脹",1
"6487","星期",1
"6488","面見",1
"6489","這白",1
"6490","稻田",1
"6491","海上",1
"6492","趕回",1
"6493","循著",1
"6494","發硬",1
"6495","立場",1
"6496","四次",1
"6497","台時",1
"6498","添炭",1
"6499","簡易",1
"6500","起死回生",1
"6501","持",1
"6502","帶來不利",1
"6503","申斥",1
"6504","巢穴",1
"6505","深海",1
"6506","鎖頭",1
"6507","委託",1
"6508","某處",1
"6509","起居",1
"6510","穩定",1
"6511","雙眉",1
"6512","草地",1
"6513","十三歲",1
"6514","攆走",1
"6515","地所生",1
"6516","緊挨",1
"6517","報時",1
"6518","踏過",1
"6519","它並",1
"6520","從飯",1
"6521","殘花",1
"6522","滲滿",1
"6523","可自",1
"6524","人像",1
"6525","漫漫",1
"6526","嗓",1
"6527","宏偉",1
"6528","手壓",1
"6529","挑戰",1
"6530","斥",1
"6531","稀奇",1
"6532","各方",1
"6533","挺",1
"6534","鼓不起",1
"6535","抽著煙",1
"6536","近視眼鏡",1
"6537","睡覺",1
"6538","做完作業",1
"6539","施教",1
"6540","偌給",1
"6541","更能",1
"6542","對火",1
"6543","指拭",1
"6544","占滿",1
"6545","村裡",1
"6546","湊",1
"6547","擔架",1
"6548","辦不到",1
"6549","最怪",1
"6550","直率",1
"6551","有益",1
"6552","翹首",1
"6553","命令式",1
"6554","看書",1
"6555","銷聲匿跡",1
"6556","漂泊",1
"6557","群雄",1
"6558","諒解",1
"6559","休想",1
"6560","然",1
"6561","真怪",1
"6562","歡笑",1
"6563","盒裡",1
"6564","小洞",1
"6565","狂妄",1
"6566","勢至",1
"6567","萌芽",1
"6568","革命家",1
"6569","著我",1
"6570","氣質",1
"6571","所持",1
"6572","轉學",1
"6573","嚮往",1
"6574","刃",1
"6575","緩步而行",1
"6576","逐步",1
"6577","團體",1
"6578","燒光",1
"6579","樣家將",1
"6580","地脫",1
"6581","滲進",1
"6582","還手",1
"6583","大國",1
"6584","唇邊",1
"6585","地駛",1
"6586","遙望",1
"6587","還碰",1
"6588","它成",1
"6589","忘我",1
"6590","光反射",1
"6591","認准",1
"6592","同食",1
"6593","茶會",1
"6594","形和相",1
"6595","按著",1
"6596","大悲",1
"6597","橫向",1
"6598","應征",1
"6599","女入",1
"6600","滌",1
"6601","到過",1
"6602","似看",1
"6603","誇大",1
"6604","提前",1
"6605","相撲",1
"6606","石室",1
"6607","794-1185",1
"6608","問著",1
"6609","御用",1
"6610","火燎",1
"6611","數目",1
"6612","寓意",1
"6613","清心",1
"6614","吸",1
"6615","耿耿於懷",1
"6616","紛紛",1
"6617","或者說",1
"6618","的則",1
"6619","雄",1
"6620","下場",1
"6621","拆去",1
"6622","這樣的話",1
"6623","緊密",1
"6624","老老少少",1
"6625","盯視",1
"6626","勃勃",1
"6627","話語",1
"6628","果真如此",1
"6629","嗆得",1
"6630","瓦房",1
"6631","來歷",1
"6632","63",1
"6633","雲游僧",1
"6634","門板",1
"6635","上京",1
"6636","的蟲",1
"6637","福氣",1
"6638","忠於",1
"6639","投射",1
"6640","老者",1
"6641","抑郁",1
"6642","撥出",1
"6643","巖山",1
"6644","滑行",1
"6645","澡",1
"6646","漸弱",1
"6647","區",1
"6648","那房",1
"6649","抓去",1
"6650","形勢",1
"6651","幢",1
"6652","足矣",1
"6653","騎著",1
"6654","曠課時數",1
"6655","凡是",1
"6656","薄暮",1
"6657","難以忘懷",1
"6658","十年內亂",1
"6659","名剎",1
"6660","同拍本",1
"6661","變涼",1
"6662","事發",1
"6663","休假",1
"6664","擺將",1
"6665","遠勝",1
"6666","接踵而來",1
"6667","剎住",1
"6668","聽取",1
"6669","迎亮",1
"6670","雞鳴",1
"6671","下手",1
"6672","劫難",1
"6673","要成",1
"6674","絹",1
"6675","藏青",1
"6676","指尖",1
"6677","雉",1
"6678","填滿",1
"6679","生下",1
"6680","模糊地",1
"6681","進而",1
"6682","樓的鍾",1
"6683","盛著",1
"6684","繁多",1
"6685","比例",1
"6686","圍起來",1
"6687","基石",1
"6688","口齒",1
"6689","誦經聲",1
"6690","衰竭",1
"6691","一等",1
"6692","他端",1
"6693","不項",1
"6694","村安岡",1
"6695","弄不清",1
"6696","大件",1
"6697","鬥艷",1
"6698","關得",1
"6699","洗擦",1
"6700","白花",1
"6701","枝浸",1
"6702","潮乎乎",1
"6703","頂板",1
"6704","占地",1
"6705","別怨",1
"6706","歡送",1
"6707","同死",1
"6708","緊身",1
"6709","就入",1
"6710","裡含",1
"6711","醜惡",1
"6712","更上",1
"6713","開門",1
"6714","寬容",1
"6715","礙於面子",1
"6716","經人介紹",1
"6717","碧",1
"6718","專心",1
"6719","自卑感",1
"6720","鎖在",1
"6721","模子",1
"6722","難開",1
"6723","巨斧",1
"6724","教我如何",1
"6725","漂起",1
"6726","遁",1
"6727","充滿信心",1
"6728","多地",1
"6729","朗讀",1
"6730","刻所",1
"6731","框樹",1
"6732","完全相同",1
"6733","親王",1
"6734","純金",1
"6735","領子",1
"6736","紅樹",1
"6737","背面",1
"6738","地摞",1
"6739","板倉",1
"6740","前後",1
"6741","孤僻",1
"6742","先後",1
"6743","還早",1
"6744","派本",1
"6745","脫下",1
"6746","如數付清",1
"6747","槌",1
"6748","擺松",1
"6749","只用",1
"6750","接電話",1
"6751","相吶",1
"6752","目擊",1
"6753","地攤",1
"6754","器重",1
"6755","茅杉",1
"6756","已站",1
"6757","毛骨悚然",1
"6758","讀著",1
"6759","不輸給",1
"6760","妥善",1
"6761","曬得過",1
"6762","思及",1
"6763","出川",1
"6764","輕鬆",1
"6765","火氣",1
"6766","原樣",1
"6767","冥神",1
"6768","專橫跋扈",1
"6769","贅",1
"6770","勒死",1
"6771","看清",1
"6772","並征詢",1
"6773","兵團",1
"6774","油是",1
"6775","合法化",1
"6776","肖像",1
"6777","曬黑",1
"6778","皮毒",1
"6779","材料",1
"6780","位於",1
"6781","含笑",1
"6782","嘩啦啦",1
"6783","擠不出",1
"6784","極",1
"6785","實事",1
"6786","地平線",1
"6787","明郁",1
"6788","捺",1
"6789","稀粥",1
"6790","最裡首",1
"6791","探尋",1
"6792","毛病",1
"6793","重重疊疊",1
"6794","意趣",1
"6795","村外",1
"6796","激流",1
"6797","蒙蒙亮",1
"6798","刑法",1
"6799","大火",1
"6800","淨想",1
"6801","預想到",1
"6802","一束",1
"6803","裡拿",1
"6804","可悲",1
"6805","豬",1
"6806","膨脹",1
"6807","陣亡者",1
"6808","起飛",1
"6809","經具",1
"6810","余波",1
"6811","本土",1
"6812","華蓋",1
"6813","唱起",1
"6814","毒死",1
"6815","祥",1
"6816","分別",1
"6817","偷用",1
"6818","噴發",1
"6819","粒",1
"6820","思",1
"6821","向導游",1
"6822","銀行",1
"6823","鋁箔",1
"6824","陌生",1
"6825","立法者",1
"6826","探問",1
"6827","亮著",1
"6828","彌補",1
"6829","宴請",1
"6830","寫過",1
"6831","白晃晃",1
"6832","筆記",1
"6833","扔們",1
"6834","詩了",1
"6835","公畝",1
"6836","難關",1
"6837","秋末",1
"6838","三招",1
"6839","母性",1
"6840","景物",1
"6841","正片",1
"6842","比如說",1
"6843","成群",1
"6844","著眾",1
"6845","氣概",1
"6846","無情",1
"6847","接吻",1
"6848","正想給",1
"6849","喝茶",1
"6850","練習本",1
"6851","供人",1
"6852","結已",1
"6853","學來",1
"6854","學到",1
"6855","深造",1
"6856","枝干",1
"6857","回家",1
"6858","酷似",1
"6859","潔",1
"6860","形飾線",1
"6861","28",1
"6862","流傳",1
"6863","擋住",1
"6864","烏雲",1
"6865","出場",1
"6866","繼承權",1
"6867","偏頗",1
"6868","一陣風",1
"6869","必定",1
"6870","僧人",1
"6871","施加",1
"6872","抽出",1
"6873","官僚",1
"6874","十行",1
"6875","變幻無常",1
"6876","臨",1
"6877","既成",1
"6878","墨畫",1
"6879","場",1
"6880","燦爛",1
"6881","始自",1
"6882","時節",1
"6883","這被",1
"6884","半葉",1
"6885","山嶺",1
"6886","頂棚",1
"6887","好歲",1
"6888","天蓋",1
"6889","分布",1
"6890","燒石",1
"6891","晴空",1
"6892","一元化",1
"6893","圓滿",1
"6894","氣派",1
"6895","郁",1
"6896","他強",1
"6897","卑躬屈膝",1
"6898","引見",1
"6899","尷尬",1
"6900","不相",1
"6901","去逛",1
"6902","臨時",1
"6903","原畫",1
"6904","地區",1
"6905","依托",1
"6906","白毫",1
"6907","夜鳥",1
"6908","罷手",1
"6909","的花",1
"6910","接到",1
"6911","激清事",1
"6912","人手",1
"6913","打出",1
"6914","麻煩",1
"6915","實據",1
"6916","我本應",1
"6917","沉寂",1
"6918","相中",1
"6919","靈活",1
"6920","良好",1
"6921","尾",1
"6922","整床",1
"6923","你好",1
"6924","凸額",1
"6925","詳情",1
"6926","列席",1
"6927","端著",1
"6928","名妓",1
"6929","陷落",1
"6930","標致",1
"6931","整治",1
"6932","璀璨奪目",1
"6933","要誦",1
"6934","憑依",1
"6935","買過",1
"6936","贗",1
"6937","皮團成",1
"6938","娶",1
"6939","才干",1
"6940","不回話",1
"6941","媚",1
"6942","相干",1
"6943","那室",1
"6944","野草",1
"6945","扭動",1
"6946","緩緩的",1
"6947","自豪感",1
"6948","南下",1
"6949","拖得",1
"6950","爭辯",1
"6951","乍",1
"6952","平緩",1
"6953","列舉",1
"6954","流行歌曲",1
"6955","大米",1
"6956","消耗",1
"6957","我目",1
"6958","皆",1
"6959","童",1
"6960","香水",1
"6961","心靈深處",1
"6962","現實生活",1
"6963","偷懶",1
"6964","登昆",1
"6965","爭妍",1
"6966","花邊",1
"6967","未果",1
"6968","喝喝",1
"6969","和售",1
"6970","凌晨",1
"6971","灰巖",1
"6972","1602",1
"6973","在內",1
"6974","一方面",1
"6975","一點一點",1
"6976","黝黝",1
"6977","光束",1
"6978","熏黑",1
"6979","自然性",1
"6980","頭部",1
"6981","內浦",1
"6982","刮來",1
"6983","記錄",1
"6984","葉消",1
"6985","上朝",1
"6986","前得",1
"6987","肩並",1
"6988","直角",1
"6989","理想",1
"6990","一職",1
"6991","之念",1
"6992","任何一方",1
"6993","嚴禁",1
"6994","祈願",1
"6995","畫中",1
"6996","印痕",1
"6997","還下個",1
"6998","一捆",1
"6999","經由",1
"7000","瞭解",1
"7001","傷疤",1
"7002","一戶",1
"7003","抹殺",1
"7004","浴",1
"7005","要錢",1
"7006","綿延不斷",1
"7007","斜陽",1
"7008","過夜",1
"7009","適當",1
"7010","引向",1
"7011","絲棉",1
"7012","瓶來",1
"7013","兜",1
"7014","歐裡秋克",1
"7015","地閉",1
"7016","說完",1
"7017","試",1
"7018","身材矮小",1
"7019","利休",1
"7020","帶毒",1
"7021","這部分",1
"7022","出生",1
"7023","哭邊",1
"7024","收殮",1
"7025","轉折",1
"7026","蜿蜒",1
"7027","信心",1
"7028","口音",1
"7029","進京",1
"7030","牛角尖",1
"7031","齷齪",1
"7032","鎮靜",1
"7033","三五成群",1
"7034","地輕松",1
"7035","午休",1
"7036","下用",1
"7037","臉兒",1
"7038","流露出來",1
"7039","天正",1
"7040","渡過",1
"7041","排除",1
"7042","砍伐",1
"7043","十一點",1
"7044","血腥",1
"7045","雨還",1
"7046","由南",1
"7047","哲學家",1
"7048","從安岡",1
"7049","操",1
"7050","發自內心",1
"7051","拭干",1
"7052","我修",1
"7053","流派",1
"7054","詞句",1
"7055","第三根",1
"7056","發紅",1
"7057","現就讀",1
"7058","三拜",1
"7059","筆挺",1
"7060","糊塗",1
"7061","水濡濕",1
"7062","顏",1
"7063","來來回回",1
"7064","著黑",1
"7065","跌下去",1
"7066","新鮮度",1
"7067","接受下來",1
"7068","彎腰",1
"7069","主動",1
"7070","機密",1
"7071","值班",1
"7072","疏",1
"7073","酒倉",1
"7074","挑細尖",1
"7075","游費",1
"7076","遷",1
"7077","賠償",1
"7078","費盡",1
"7079","簸箕",1
"7080","地層",1
"7081","四起",1
"7082","墨汁",1
"7083","纖弱",1
"7084","難以容忍",1
"7085","所欠",1
"7086","它將",1
"7087","依次",1
"7088","黑黝黝",1
"7089","工匠",1
"7090","生者",1
"7091","距今",1
"7092","談過",1
"7093","沒子",1
"7094","常喝",1
"7095","婉轉",1
"7096","得於",1
"7097","她並",1
"7098","正逢",1
"7099","斜顧",1
"7100","有火",1
"7101","這小",1
"7102","錐形",1
"7103","發亮",1
"7104","緣分",1
"7105","每邁",1
"7106","又說",1
"7107","自由選擇",1
"7108","鹹味",1
"7109","擦肩",1
"7110","請教",1
"7111","屏障",1
"7112","荒唐",1
"7113","不失",1
"7114","加佐郡",1
"7115","搖搖曳曳",1
"7116","離群",1
"7117","這歌",1
"7118","跟我來",1
"7119","帶給",1
"7120","簇錦",1
"7121","不出所料",1
"7122","子弟",1
"7123","近在眼前",1
"7124","星期六",1
"7125","體弱",1
"7126","上杉",1
"7127","風暴",1
"7128","過失",1
"7129","已刻",1
"7130","司廚",1
"7131","嫖色",1
"7132","隨同",1
"7133","直跳",1
"7134","取外",1
"7135","模模糊糊",1
"7136","稀客",1
"7137","借錢",1
"7138","從今以後",1
"7139","小曲",1
"7140","灣",1
"7141","威士忌酒",1
"7142","裡卻",1
"7143","繁榮",1
"7144","愈加",1
"7145","來給",1
"7146","繁枝茂葉",1
"7147","內門",1
"7148","一覽無遺",1
"7149","煙雪",1
"7150","齊",1
"7151","火是",1
"7152","偏僻",1
"7153","岳等",1
"7154","強韌",1
"7155","底層",1
"7156","母",1
"7157","便像將",1
"7158","清淨",1
"7159","沒來",1
"7160","削發",1
"7161","幽默",1
"7162","祀",1
"7163","比劃",1
"7164","黑眼睛",1
"7165","福井縣",1
"7166","不快",1
"7167","栗",1
"7168","宏亮",1
"7169","支光",1
"7170","生長",1
"7171","柏油",1
"7172","東北",1
"7173","那裡換",1
"7174","字面",1
"7175","中年",1
"7176","懈怠",1
"7177","1358-1408",1
"7178","木縣",1
"7179","你了",1
"7180","糧食",1
"7181","裡從",1
"7182","一處處",1
"7183","林",1
"7184","絆著",1
"7185","屏風",1
"7186","早先",1
"7187","成不了",1
"7188","玲球",1
"7189","議論紛紛",1
"7190","可及",1
"7191","皮球",1
"7192","石角",1
"7193","身量",1
"7194","我準",1
"7195","他面",1
"7196","侄子",1
"7197","駱駝",1
"7198","並在",1
"7199","食",1
"7200","真智",1
"7201","帝城",1
"7202","浸泡",1
"7203","名僧同",1
"7204","純樸",1
"7205","言",1
"7206","相來",1
"7207","寬文",1
"7208","勻稱",1
"7209","何況",1
"7210","海角天涯",1
"7211","余錢還",1
"7212","普願",1
"7213","必有",1
"7214","腸子",1
"7215","燻黑了",1
"7216","漱清池",1
"7217","接班人",1
"7218","萬全",1
"7219","無法挽回",1
"7220","化石",1
"7221","會疑",1
"7222","聲帶",1
"7223","簡單化",1
"7224","左大",2
"7225","韋馱",2
"7226","扇門",2
"7227","劃著",2
"7228","挾在",2
"7229","樂曲",2
"7230","不堪",2
"7231","迴響",2
"7232","庸俗",2
"7233","泥金",2
"7234","思忖",2
"7235","於此",2
"7236","無明",2
"7237","將其",2
"7238","如潮",2
"7239","灌木",2
"7240","不定",2
"7241","為數",2
"7242","相繼",2
"7243","法衣",2
"7244","水兵",2
"7245","櫥",2
"7246","兩床",2
"7247","墨水瓶",2
"7248","皮箱",2
"7249","柳條箱",2
"7250","雜物",2
"7251","撒尿",2
"7252","警告",2
"7253","",2
"7254","顫慄",2
"7255","光顧",2
"7256","輕佻",2
"7257","裝",2
"7258","這管",2
"7259","磨",2
"7260","關鍵時刻",2
"7261","封信",2
"7262","建勳",2
"7263","踩滅",2
"7264","斟酒",2
"7265","可疑",2
"7266","搬",2
"7267","舒暢",2
"7268","前述",2
"7269","實現",2
"7270","傷口",2
"7271","我竟",2
"7272","警報",2
"7273","火警",2
"7274","兩件",2
"7275","人物",2
"7276","振奮",2
"7277","了鎖",2
"7278","東門",2
"7279","道義",2
"7280","兩根",2
"7281","看的",2
"7282","真像",2
"7283","無常",2
"7284","獸類",2
"7285","竭力",2
"7286","記",2
"7287","攤",2
"7288","賜福",2
"7289","蜘蛛網",2
"7290","映著",2
"7291","被迫",2
"7292","思路",2
"7293","閉鎖",2
"7294","象徵",2
"7295","主義",2
"7296","告終",2
"7297","變幻",2
"7298","情事",2
"7299","脫衣",2
"7300","入夜",2
"7301","先生",2
"7302","下酒",2
"7303","柔嫩",2
"7304","三四十",2
"7305","鑲有",2
"7306","通風口",2
"7307","相互理解",2
"7308","哪個",2
"7309","枕",2
"7310","陣",2
"7311","通緝犯",2
"7312","好奇",2
"7313","樹木",2
"7314","藥房",2
"7315","現世",2
"7316","樣海",2
"7317","買個",2
"7318","珍惜",2
"7319","透",2
"7320","垂訓",2
"7321","貧苦",2
"7322","嫩綠",2
"7323","怨敵",2
"7324","殘餘",2
"7325","認",2
"7326","武器",2
"7327","推",2
"7328","終了",2
"7329","湧出",2
"7330","體察",2
"7331","三張",2
"7332","三樓",2
"7333","字樣",2
"7334","之所以",2
"7335","鉛筆",2
"7336","腳趾",2
"7337","兆頭",2
"7338","從速",2
"7339","果斷",2
"7340","卿",2
"7341","長年",2
"7342","將要",2
"7343","義務",2
"7344","擺弄",2
"7345","紋",2
"7346","怕",2
"7347","校舍",2
"7348","樟樹",2
"7349","冒",2
"7350","飛起",2
"7351","迴避",2
"7352","訴諸",2
"7353","出港",2
"7354","火災",2
"7355","方纔",2
"7356","分截",2
"7357","地出",2
"7358","抽起",2
"7359","引火",2
"7360","旭日",2
"7361","給巴所",2
"7362","荷花",2
"7363","進門",2
"7364","心寺",2
"7365","雙重",2
"7366","下到",2
"7367","蝴蝶",2
"7368","寸長",2
"7369","條子",2
"7370","房簷",2
"7371","佇立",2
"7372","火海",2
"7373","晚春",2
"7374","欲",2
"7375","立志",2
"7376","總要",2
"7377","山茶花",2
"7378","半年",2
"7379","拖延",2
"7380","淡紅色",2
"7381","餘地",2
"7382","恐怖感",2
"7383","飄落",2
"7384","通將",2
"7385","投身",2
"7386","鋪上",2
"7387","賭注",2
"7388","熱情",2
"7389","缺課",2
"7390","一部",2
"7391","一個勁兒",2
"7392","跟前",2
"7393","掛了",2
"7394","燈火通明",2
"7395","年長",2
"7396","開首",2
"7397","喪",2
"7398","瑣碎",2
"7399","自言自語",2
"7400","主官",2
"7401","減輕",2
"7402","看守",2
"7403","一次性",2
"7404","一側",2
"7405","燒燬",2
"7406","窗戶",2
"7407","住房",2
"7408","生來",2
"7409","奧爾甫斯",2
"7410","周知",2
"7411","莫大",2
"7412","誆騙",2
"7413","動搖",2
"7414","舍利",2
"7415","紅葉",2
"7416","殷紅",2
"7417","地步",2
"7418","北邊",2
"7419","凜冽",2
"7420","感想",2
"7421","闖入",2
"7422","湛藍",2
"7423","除此以外",2
"7424","西岸",2
"7425","而過",2
"7426","警策",2
"7427","過濾",2
"7428","熱鬧",2
"7429","海水浴",2
"7430","啟示",2
"7431","開玩笑",2
"7432","庇護",2
"7433","知悉",2
"7434","曉得",2
"7435","肚子餓",2
"7436","通紅",2
"7437","做給",2
"7438","指著",2
"7439","銀閣",2
"7440","傷腦筋",2
"7441","握住",2
"7442","指手",2
"7443","手絹",2
"7444","沉灑",2
"7445","民間團體",2
"7446","繫",2
"7447","無法形容",2
"7448","霧靄",2
"7449","15",2
"7450","籃子",2
"7451","小販",2
"7452","月台",2
"7453","修學",2
"7454","窄",2
"7455","帚",2
"7456","點半",2
"7457","上午",2
"7458","華語",2
"7459","西北",2
"7460","一項",2
"7461","用語",2
"7462","好嗎",2
"7463","搖了搖",2
"7464","六角",2
"7465","驚人",2
"7466","不安寧",2
"7467","卷",2
"7468","義課",2
"7469","旅途",2
"7470","練",2
"7471","沾",2
"7472","2500",2
"7473","舊書店",2
"7474","400",2
"7475","爽快",2
"7476","牌子",2
"7477","柏本",2
"7478","校門",2
"7479","拎",2
"7480","贈送",2
"7481","沿途",2
"7482","好好",2
"7483","初冬",2
"7484","痛快",2
"7485","恰當",2
"7486","銳角",2
"7487","舊木屣",2
"7488","樣",2
"7489","月息",2
"7490","達",2
"7491","得救",2
"7492","恰恰",2
"7493","人中",2
"7494","一年級",2
"7495","辭世",2
"7496","刺",2
"7497","事到如今",2
"7498","班",2
"7499","報復",2
"7500","百年",2
"7501","家伙",2
"7502","主意",2
"7503","面影",2
"7504","又想",2
"7505","翻譯成",2
"7506","歸還",2
"7507","彈",2
"7508","如是",2
"7509","付喪神",2
"7510","動靜",2
"7511","極樂",2
"7512","息",2
"7513","哀",2
"7514","青葉",2
"7515","顧道",2
"7516","雕刻家",2
"7517","玷污",2
"7518","店員",2
"7519","差點",2
"7520","不明",2
"7521","假面具",2
"7522","大小",2
"7523","少有",2
"7524","極端",2
"7525","大腹",2
"7526","排便",2
"7527","咕嘟",2
"7528","主賓",2
"7529","著火",2
"7530","這扇",2
"7531","解說",2
"7532","瓔珞",2
"7533","親眷",2
"7534","焚香",2
"7535","元年",2
"7536","由衷",2
"7537","輪到",2
"7538","落滿",2
"7539","承擔",2
"7540","輪流",2
"7541","飛來飛去",2
"7542","有效",2
"7543","活下去",2
"7544","放任",2
"7545","拚命",2
"7546","丑劇",2
"7547","頗",2
"7548","通往",2
"7549","商人",2
"7550","另一人",2
"7551","幾片",2
"7552","中以",2
"7553","拆卸",2
"7554","地聯系",2
"7555","惡臭",2
"7556","糾纏",2
"7557","徘徊",2
"7558","屋宇",2
"7559","手爐",2
"7560","風地",2
"7561","聚在",2
"7562","面部",2
"7563","稚氣",2
"7564","肩頭",2
"7565","雜沓",2
"7566","漫步",2
"7567","我當",2
"7568","琴弦",2
"7569","從天而降",2
"7570","忽然間",2
"7571","不一會兒",2
"7572","北風",2
"7573","默認",2
"7574","逆轉",2
"7575","指縫",2
"7576","海洋",2
"7577","親近感",2
"7578","濃度",2
"7579","破",2
"7580","不許",2
"7581","鋸木",2
"7582","木材",2
"7583","新京極",2
"7584","踏足",2
"7585","早",2
"7586","墮",2
"7587","年時",2
"7588","呼嘯",2
"7589","把頭",2
"7590","放出",2
"7591","薔薇",2
"7592","西裝",2
"7593","片斷",2
"7594","鴉雀無聲",2
"7595","劇烈",2
"7596","延續",2
"7597","奇緣",2
"7598","自由自在",2
"7599","一小",2
"7600","進人",2
"7601","天接",2
"7602","絲綢",2
"7603","德悅",2
"7604","無數次",2
"7605","100",2
"7606","側身",2
"7607","定睛",2
"7608","外表",2
"7609","擰開",2
"7610","任",2
"7611","告辭",2
"7612","十點",2
"7613","平坦",2
"7614","摔死",2
"7615","強要",2
"7616","行徑",2
"7617","過火",2
"7618","連我",2
"7619","地站",2
"7620","殘忍",2
"7621","彩色",2
"7622","環顧四周",2
"7623","專管",2
"7624","覺",2
"7625","決斷",2
"7626","撕碎",2
"7627","幹出",2
"7628","這算",2
"7629","主任",2
"7630","擺設",2
"7631","五山",2
"7632","說來",2
"7633","扎傷",2
"7634","教授",2
"7635","財產",2
"7636","止步",2
"7637","軍人",2
"7638","晚霞",2
"7639","簡潔",2
"7640","艷",2
"7641","寺裡",2
"7642","圖景",2
"7643","轉移",2
"7644","照面",2
"7645","消滅",2
"7646","流產",2
"7647","反光",2
"7648","嘲諷",2
"7649","高高的",2
"7650","委身",2
"7651","相爭",2
"7652","可愛",2
"7653","閒",2
"7654","家眷",2
"7655","殺祖",2
"7656","局部",2
"7657","示",2
"7658","故",2
"7659","剪掉",2
"7660","邁",2
"7661","折回來",2
"7662","借來",2
"7663","分量",2
"7664","偷竊",2
"7665","六",2
"7666","薄片",2
"7667","幸虧",2
"7668","門燈",2
"7669","違者",2
"7670","六七",2
"7671","四五",2
"7672","佈滿",2
"7673","住宅區",2
"7674","原原本本",2
"7675","創造",2
"7676","枷",2
"7677","嗜好",2
"7678","月夜",2
"7679","靜寂",2
"7680","平素",2
"7681","怫",2
"7682","苦",2
"7683","總分",2
"7684","孔裡",2
"7685","調",2
"7686","不出",2
"7687","某些",2
"7688","獨影",2
"7689","反論",2
"7690","了不起",2
"7691","唐突",2
"7692","還沒",2
"7693","其次",2
"7694","宜人",2
"7695","四個",2
"7696","簡樸",2
"7697","菩提樹",2
"7698","一管",2
"7699","兩管",2
"7700","見到",2
"7701","褥子",2
"7702","強作",2
"7703","汽車",2
"7704","食堂",2
"7705","寫些",2
"7706","處罰",2
"7707","國法",2
"7708","將依",2
"7709","耳",2
"7710","一步步",2
"7711","保存",2
"7712","注意事項",2
"7713","牌",2
"7714","環",2
"7715","消磨",2
"7716","守信",2
"7717","隨手",2
"7718","安排",2
"7719","修繕",2
"7720","光環",2
"7721","條紋",2
"7722","著用",2
"7723","一遭",2
"7724","粗糙",2
"7725","一塊塊",2
"7726","傾斜",2
"7727","正像",2
"7728","虛構",2
"7729","沉湎",2
"7730","手腕",2
"7731","跡象",2
"7732","時時刻刻",2
"7733","喊道",2
"7734","懸掛",2
"7735","那句",2
"7736","42",2
"7737","袖口",2
"7738","碗",2
"7739","值夜班",2
"7740","粗劣",2
"7741","這行",2
"7742","夜風",2
"7743","滿滿的",2
"7744","共同性",2
"7745","獨特性",2
"7746","明擺",2
"7747","相呢",2
"7748","籠",2
"7749","阿",2
"7750","責問",2
"7751","不免",2
"7752","莞爾一笑",2
"7753","明暗",2
"7754","堅韌",2
"7755","光明磊落",2
"7756","謎",2
"7757","若無其事",2
"7758","摔然",2
"7759","是頭",2
"7760","初",2
"7761","救濟",2
"7762","遍",2
"7763","零花錢",2
"7764","充其量",2
"7765","封閉",2
"7766","是剛",2
"7767","事故",2
"7768","固然",2
"7769","連忙",2
"7770","取消",2
"7771","投以",2
"7772","放肆",2
"7773","隱沒",2
"7774","懷抱",2
"7775","淡",2
"7776","化做",2
"7777","沒什麼",2
"7778","了我",2
"7779","怎能",2
"7780","占有",2
"7781","僅此",2
"7782","搾",2
"7783","鶴",2
"7784","激動",2
"7785","沙沙聲",2
"7786","明知",2
"7787","奔馳",2
"7788","前提",2
"7789","典型",2
"7790","一段時間",2
