"","x"
"6410","
    那麼"
"6411","這一個個的小部分究竟是什麼呢"
"6412","有時我也思索過"
"6413","然而"
"6414","這些發光的七零八落的斷片"
"6415","比在路旁閃光的啤酒瓶碎片更缺乏意義"
"6416","更欠缺規律性"
"6417","
    盡管如此"
"6418","也不能認為這些斷片是過去曾經塑造成美麗而完整的形態所失落的碎片"
"6419","雖然他們在無意義之中"
"6420","在完全缺乏規律性的情況之下"
"6421","被世人當做不像樣的形態而拋棄了"
"6422","但他們各自都在撞憬著它們的未來"
"6423","它們以碎片低微的身份"
"6424","毫不畏懼地、不愉快地、沉靜地……撞憬著未來"
"6425","憧憬著決不會痊愈和康復的、手夠不著的"
"6426","真正是前代未聞的未來"
"6427","
    這種不明了的自我反省"
"6428","有時也會給我帶來某種速自己都覺得與自己不相稱的抒情式的興奮"
"6429","這種時候"
"6430","倘使恰巧趕上是個明月之夜"
"6431","我就會帶著尺八到金閣的旁邊吹奏一陣子"
"6432","現在"
"6433","我不用看樂譜也能吹奏過去柏木吹奏過的（源氏車》的曲子了"
"6434","
    音樂似夢"
"6435","同時也與夢相反"
"6436","類似更加確實的覺醒的狀態"
"6437","我在思索"
"6438","音樂究竟屬於哪一類呢"
"6439","不管怎麼說"
"6440","有時音樂具備可以使這兩種相反的東西逆轉的力量"
"6441","有時我很容易地化身為我自己吹奏的《源氏車）的曲調"
"6442","我懂得我的精神化身為音樂的樂趣"
"6443","與柏木不同"
"6444","音樂對我確是一種慰藉"
"6445","
    ……吹罷尺八"
"6446","我經常沉思"
"6447","金閣為什麼不責備也不阻撓我這種化身"
"6448","而且默許我的這種化身呢"
"6449","另一方面"
"6450","每每在我企圖化身為人生的幸福和快樂的時候"
"6451","金閣為什麼一次也沒有放過我呢"
"6452","它會立即阻止我的化身"
"6453","使我還原為我自己"
"6454","難道這不就是金閣的做派嗎"
"6455","為什麼限於音樂"
"6456","金閣才容忍我陶醉和忘我呢"
"6457","
    ……這麼一想"
"6458","單憑金閣寬恕這一點"
"6459","音樂的部力也就淡薄了"
"6460","為什麼呢"
"6461","因為既然金閣默認了"
"6462","音樂再怎麼類似生"
"6463","也只不過是國品的架空的生"
"6464","縱令我想化身為生"
"6465","這種化身也只能是短暫的"
"6466","
    請不要以為我在女人和人生的問題上遭受過兩次挫折以後"
"6467","就認命而消沉"
"6468","變成了一個畏首畏尾的人"
"6469","在1948年歲暮以前"
"6470","碰上了好幾次這樣的鞏會"
"6471","其中也有柏木的輔導"
"6472","我毫不畏懼地去做了"
"6473","總是落得相同的結果"
"6474","
    金閣總是出現在女人和我之間、人生和我之間"
"6475","於是"
"6476","我的手一觸及我想抓住的東西"
"6477","那東西就立即變成灰"
"6478","展望也完全化成沙漠了"
"6479","
    有一回我在廟廚後面的旱地裡於農活兒"
"6480","閒時我曾觀察蜜蜂造訪小朵黃夏菊的情形"
"6481","一只鳴著金翅膀從撒滿陽光的天空飛過來的蜜蜂"
"6482","從許多的夏菊中選中了一朵"
"6483","在它的前面躊躇了許久許久"
"6484","
    我想變成蜜蜂的眼睛繼續觀察"
"6485","我看見綻開的一點傷痕也沒有的端正的黃菊花瓣"
"6486","簡直像一座小金閣那樣美"
"6487","像金閣那樣完整"
"6488","但絕沒有變形為金周"
"6489","而僅僅是停留在夏菊的一朵上"
"6490","是啊"
"6491","這是千真萬確的菊花"
"6492","是一種花兒"
"6493","僅僅是停留在一種不含任何形而上的東西暗示的形態上"
"6494","它通過保持這樣存在的節度"
"6495","散發出一種迷惑"
"6496","成為適合蜜蜂的欲望的東西"
"6497","在無形的、飛翔的、流動的、盛久的欲望面前"
"6498","這樣隱身在作為對象的形態裡"
"6499","喘著氣息"
"6500","這是多麼神秘啊"
"6501","形態漸漸變得稀薄"
"6502","即將破裂"
"6503","在不停地震顫"
"6504","這也是有其道理的"
"6505","菊花的端莊形態"
"6506","是模仿蜜蜂的欲望而制造出來的"
"6507","這種美本身是沖著預感而開花的"
"6508","因此如今正是生的形態的意義在閃光的瞬間"
"6509","這形態是無形的流動的生的鑄型"
"6510","同時無形的生的飛翔也是這個世界上所有形態的鑄型……蜜蜂一頭鑽進了花兒的深處"
"6511","渾身沾滿了花粉"
"6512","沉湎在酩酊之中"
"6513","我看見了迎進蜜蜂的夏菊花強烈地抖動著身子"
"6514","它本身好像變成了穿著豪華的黃鎧甲的蜜蜂"
"6515","馬上就要脫離花莖騰空而飛似的"
"6516","
    我幾乎為這種光和在光之下進行的這種活動而感到眩暈"
"6517","忽然間"
"6518","我又脫離了蜜蜂的眼睛"
"6519","還原為我的眼睛"
"6520","這時凝望著這種情況的我的眼睛"
"6521","恰好落在金閣的眼睛的位置上"
"6522","事情是這樣的"
"6523","正如我停止了我是蜜蜂的眼睛並還原為我的眼睛一樣"
"6524","生逼迫我的一剎那"
"6525","我停止了我的眼睛"
"6526","而把金閣的眼睛完全當做我的眼睛了"
"6527","正是這時候"
"6528","金閣在我和生之間出現了"
"6529","
    ……我還原為我的眼睛了"
"6530","蜜蜂和夏菊在荒漠的物質世界裡"
"6531","也就是說只停留在“被排列的位置上”"
"6532","蜜蜂的《翔和花的搖曳"
"6533","同風吹草動沙沙作響沒有什麼異樣"
"6534","在這靜止的凍結的世界上"
"6535","一切都是相等的"
"6536","曾經那樣地散發了迷惑的形態已經死絕了"
"6537","菊花不是通過它的形態"
"6538","而只不過是通過我們漠然地稱做“菊花”’這名字"
"6539","通過保證而顯示出美來的吧"
"6540","我不是蜜蜂"
"6541","不會受菊花的誘惑"
"6542","我不是菊花"
"6543","也不會被蜜蜂所戀慕"
"6544","一切形態與生的流動的那種親陸消逝了"
"6545","世界被拋棄在相對性之中"
"6546","惟有時間在流動"
"6547","
    永恆的、絕對的金閣出現了"
"6548","毋庸贅言"
"6549","我的眼睛變成金閣的眼睛時"
"6550","恐怕世界就將這樣變形"
"6551","而且在這變形的世界裡"
"6552","誰有金閣保持原來的形態"
"6553","占有美"
"6554","其余的東西都將完全化為灰塵"
"6555","自從那娼婦踏足金閣的庭院以來"
"6556","還有自從鶴川摔死以來"
"6557","我心中反復地提出這樣的問題"
"6558","盡管如此"
"6559","行惡是可能的嗎"
"6560","
    這是1949年正月的事"
"6561","
    幸虧是周末除策（這是指除去警策１的意思"
"6562","故如是說）"
"6563","我到廉價的“三番館”電影院看了一場電影"
"6564","歸途獨自漫步在久未踏足的新京極街上"
"6565","在雜沓的人流中"
"6566","迎面碰上一個熟悉的面孔"
"6567","沒等我想起是誰的時候"
"6568","這張臉已被人流推擁到我的身後去了——
    １警策"
"6569","佛語"
"6570","即為防止坐禪打盹"
"6571","用做敲擊肩頭的長方形木板"
"6572","
    他頭戴呢禮帽"
"6573","身穿高級大衣"
"6574","圍著圍巾"
"6575","身邊帶著一個穿著拐紅色大衣的女人"
"6576","一眼就能辨出是個藝技"
"6577","這張桃紅色的豐滿的男人臉有點異樣"
"6578","帶有一種娃娃臉般的清潔感、高高的鼻子"
"6579","這是一張普通中年紳士不易看見的臉……這不是外人"
"6580","正是老師其人的面部特征"
"6581","呢禮帽幾乎遮住了他的這張面部特征"
"6582","
    盡管我這方面是沒有任何內疚的"
"6583","卻反而害怕被對方發現"
"6584","因為那一瞬間"
"6585","我泛起了一股想逃避的心緒"
"6586","不願成為老師便裝外游的目擊者、見證人"
"6587","不願同老師在無言中結下信賴和不信賴的相互交織的關系"
"6588","
    這時"
"6589","一只黑狗混在正月之夜的雜沓的人群中"
"6590","這黑長毛獅子狗似乎很習慣在這種人群中穿梭"
"6591","從美貌女人的大衣之間、從混有穿著軍大衣的行人的腳邊"
"6592","伶俐地擁來擠去"
"6593","在各個商店門前轉悠"
"6594","它在聖護院八橋的一家昔日專賣名糕點的店鋪門前嗅著味兒"
"6595","店鋪燈火通明"
"6596","這時我才看清狗的臉"
"6597","它的一只眼睛已經潰爛"
"6598","聚在潰爛了的眼睛的眼角上的眼屎和血跡"
"6599","就像瑪瑙"
"6600","另一只健全的眼睛盯著地面"
"6601","這長毛獅子狗的脊背上帶有一塊燙傷的傷疤"
"6602","結成一束成團的硬毛"
"6603","格外顯眼"
"6604","
    不知為什麼"
"6605","狗竟惹起了我的關心"
"6606","大概是因為狗在內心頑固地抱著另一個與這裡明亮而繁華的屋宇林比的市街全然不同的世界"
"6607","狗在徘徊"
"6608","狗走在只有嗅覺的黑暗的世界上"
"6609","這與人類的市街重疊起來了"
"6610","毋寧說"
"6611","燈火、唱片的歌聲和笑聲"
"6612","被執拗的黑暗的臭味所威脅"
"6613","這是為什麼呢"
"6614","是因為臭味的秩序最確實"
"6615","糾纏在狗的潮濕的腳下的尿臭味兒"
"6616","同人類的內髒和器官散發出來的隱微的惡臭確實地聯系在一起了"
"6617","
    天氣奇寒"
"6618","兩三個像是於黑市買賣的年輕人"
"6619","揪下了裝飾在人家門前的松枝——雖已過了新年"
"6620","卻還沒將門前的松枝取下－－走了過去"
"6621","他們張開戴著新慶手套的巴掌"
"6622","在互相競賽"
"6623","一人的掌心上僅有幾片松葉"
"6624","另一人的掌心完整地留下一小校松枝"
"6625","這伙黑市商人邊笑邊走了過去"
"6626","
    不知什麼時候開始"
"6627","我竟隨狗走了起來"
"6628","狗時隱時現"
"6629","在通往河原町的路上拐了彎"
"6630","我就這樣來到了比新京極還黑暗的電車路旁的人行道上"
"6631","狗的蹤影消失了"
"6632","我停下腳步"
"6633","左顧右盼"
"6634","甚至走到電車路的邊上"
"6635","探尋狗的蹤跡"
"6636","
    這時一輛光亮的出租汽車在我面前夏然而止"
"6637","車門打開了"
"6638","女人先上了車"
"6639","我不由得往那邊瞧了瞧"
"6640","一個緊跟著女人上車的漢子"
"6641","突然注意到我"
"6642","在那裡呆然不動"
"6643","
    原來他就是老師"
"6644","為什麼方才同我擦身而過的老師和那女人轉了一圈後又復與我相遇呢"
"6645","我不得而知"
"6646","總之"
"6647","他就是老師"
"6648","先行上車的女人身穿的大衣的褐紅色"
"6649","以及方才見過的顏色都留在我的記憶裡"
"6650","
    這回我無法躲避了"
"6651","但是我嚇得說不出話來"
"6652","因為還沒有發出聲音"
"6653","給巴就在我的嘴裡沸滾開了"
"6654","我終於做出了連自己都想像不到的表情來"
"6655","我莫名地對著老師莞爾一笑"
"6656","
    我無法說清這種笑從何而來"
"6657","這種笑似乎是從外部來"
"6658","突然貼在我的嘴邊"
"6659","老師看見我的笑"
"6660","頓時臉色都變了"
"6661","
    “混帳"
"6662","你要跟蹤我嗎"
"6663","”
    斥聲剛一落地"
"6664","老師馬上斜視了我一眼"
"6665","爾後上車"
"6666","使勁關上了車門"
"6667","出租汽車就開走了"
"6668","這時我才恍然"
"6669","方才在新京極"
"6670","老師確實早已發現我了"
"6671","
    翌日"
"6672","我等待著老師把我喚去訓斥一番"
"6673","這應該成為我解釋的一個機會"
"6674","然而"
"6675","與上回發生踩踏娼婦的事件一樣"
"6676","從次日起老師就開始了他的無言的放任的拷問"
"6677","
    恰好這個時候"
"6678","我又接到了母親的來信"
"6679","結束語依然是"
"6680","她只為盼我當鹿苑寺住持的那天到來而活下去"
"6681","
    “混帳"
"6682","你要跟蹤我嗎"
"6683","”老師這一聲大喝"
"6684","使人越反思越覺得不合適"
"6685","再說"
"6686","假如他是一位詼諧豪放、磊落大方的地道的禪僧"
"6687","那麼他就不會把這種庸俗的斥責傾瀉在他的弟子身上"
"6688","相反"
"6689","會吐露出一句更有效的、更精辟的話來"
"6690","事態發展到了無法挽救的地步"
"6691","事後回想來"
"6692","那時老師一定誤解了我"
"6693","以為我故意跟蹤他"
"6694","最後帶著抓到狐狸尾巴似的表情嘲笑了他"
"6695","他多半是狼狽周章"
"6696","不由自主地露出那副怒相來的"
"6697","
    不管怎麼說"
"6698","老師的無言"
"6699","又形成一種不安"
"6700","天天壓在我的身上"
"6701","老師的存在變成了一股巨大的力量"
"6702","恍如在眼前煩人地飛來飛去的飛蛾的影子"
"6703","按照慣例"
"6704","老師應邀外出做法事時"
"6705","是會由一兩名待僧陪同的"
"6706","原先一定是由副司陪伴"
"6707","最近實行所謂民主化"
"6708","便由副司、殿司、我以及另兩名弟子等五人輪流承擔"
"6709","至今人們還常常背地裡議論捨監的好挑剔"
"6710","捨監入伍後戰死了"
"6711","因此"
"6712","會監一職由現年45歲的副司兼任"
"6713","鶴川逝世後"
"6714","又補充了一名弟子"
"6715","
    正在這個時候"
"6716","同屬相國寺的有閱歷的某寺住持仙游了"
"6717","老師應邀參加新任住持的太廟儀式"
"6718","這次輪到我做陪同"
"6719","老師沒有故意排斥我不許我作陪"
"6720","我也就由衷地盼望"
"6721","也許在往返途中會有機會向他解釋清楚的吧"
"6722","臨行的頭天晚上"
"6723","又追加一名新太廟的弟子作陪"
"6724","我所寄予的期望"
"6725","一半已成了泡影"
"6726","
    熟悉五山文學１的人"
"6727","無疑還會記得康安元年石室善玖進京都萬壽寺時解說佛法的妙語的事"
"6728","新任住持就職時"
"6729","是從山門經由佛殿、土地堂"
"6730","最後步入方丈室"
"6731","每經一處都留下了解釋佛法的妙語——
    １五山文學"
"6732","日本鏡倉時代末期和南北朝時代所盛行的鏡倉及京都的五山禪俗所作雙詩文"
"6733","
    住持內心翻滾著就任新職的喜悅"
"6734","指著山門自豪地說"
"6735","
    “天城九重內"
"6736","帝城萬壽門"
"6737","空手撥關鍵"
"6738","赤腳登昆侖"
"6739","”
    開始焚香"
"6740","舉行了向自法師獻上謝恩香的嗣法香儀式"
"6741","昔日禪宗不拘慣例"
"6742","非常重視個人省悟的源流"
"6743","在這樣的時代"
"6744","與其說是師父決定弟子"
"6745","毋寧說是弟子選擇師父"
"6746","弟子不僅接受最初投業的師父"
"6747","還接受各方師父的證明悟道的熟達程度"
"6748","並且必須在獻嗣法香時解釋佛法的妙語裡公開自己心目中擬承繼其法的師父的名字"
"6749","
    我一邊觀察這種明朗的焚香儀式"
"6750","一邊苦苦思索"
"6751","倘使我繼嗣鹿苑寺"
"6752","在獻嗣香的時候"
"6753","能按慣例宣告老師的名字嗎"
"6754","也許我會打破七百年來的慣例"
"6755","宣告別的名字吧"
"6756","早春的下午"
"6757","方丈室冷颼颼的"
"6758","室內彌漫著五種香的香氣"
"6759","擺在佛具後面的閃閃發光的瓔珞、繞在主佛像背後的燦爛奪目的光環、並列而坐的僧侶們的袈裟色彩……我幻想著假如有一天我也能在那裡焚上嗣法昏……我在心裡描繪著我變成了新任住持的形象"
"6760","
    ……就在這時候"
"6761","我大概會在早春凜烈的空氣鼓舞下"
"6762","用人世間也有的爽朗的背叛來蹂躪這種習慣吧"
"6763","恐怕列座的眾僧會在驚得目瞪口呆、憤怒之余臉色刷白了吧"
"6764","我不願意說出老師的名字"
"6765","我說出別的名字……別的名字"
"6766","但是"
"6767","真正省悟的師父是誰呢"
"6768","真正嗣法的師父又是誰呢"
"6769","我結結巴巴地說"
"6770","這個別的名字被給巴所阻撓"
"6771","輕易說不出來"
"6772","也許會把這個名字結結巴巴地說成是“美”"
"6773","或說成是“虛無”吧"
"6774","於是引起了哄堂大笑"
"6775","在笑聲中"
"6776","我呆然不動……
    ……突然從夢中驚醒了"
"6777","老師應做的事"
"6778","我作為侍僧都協助做了"
"6779","對侍僧來說"
"6780","列席這種儀式本來是很自豪的"
"6781","但是當天的主賓卻是鹿苑寺住持"
"6782","主賓嗣香完畢"
"6783","一定要敲打一下白糙"
"6784","證明新任住持並非贗浮圖"
"6785","也就是說並非冒牌和尚"
"6786","
    老師念誦道"
"6787","
    法筵龍象眾
    當觀第一義
    話音剛落"
"6788","他就重重地敲打了一下白槌"
"6789","這一響徹方丈室的槌聲"
"6790","又使我認識到老師掌握的權力是多麼的靈驗"
"6791","
    我無法忍受老師無止境的無言的放任"
"6792","我只要還有一丁點人的感情"
"6793","就無法不期待獲得對方相應的感情"
"6794","不論是愛還是憎"
"6795","
    一有機會就窺視老師的臉色"
"6796","已成為我的一種可憐的習慣"
"6797","但在這習慣中沒有浮現出任何特別的感情來"
"6798","這種無表情也算不上是什麼冰冷"
"6799","即使這意味著污辱"
"6800","可也不是沖著我個人"
"6801","而是沖著更普遍的東西"
"6802","譬如沖著一般人性或種種抽象概念而來的"
"6803","
    從這時候起"
"6804","我決定強迫自己回想老師那活像動物的腦袋和丑陋的肉體"
"6805","想像著他排便的姿態"
"6806","甚至他與身穿褐紅色大衣的女人共寢的姿態"
"6807","幻想著他的無表情松弛了"
"6808","他的快感松弛了"
"6809","臉上露出了似歡笑又似痛苦的表情"
"6810","
    他的光滑柔軟的肉體"
"6811","與同樣光得柔軟的女人的肉體融合在一起"
"6812","幾乎分辨不出來了"
"6813","老師的便便大腹"
"6814","與女人的便便大腹壓擠在一起……但不可思議的是"
"6815","無論我的想像多麼豐富、多麼自由馳騁"
"6816","老師的無表情都會立即與排便和交配的動物的表情聯系在一起"
"6817","沒有填補其間隙的東西"
"6818","日常的細膩感情色彩"
"6819","不是像彩虹聯系其間"
"6820","而是一個個地從一個極端向另一個極端變形"
"6821","如果說只有少有地聯系其間的東西、少有地給予抓頭兒的東西"
"6822","那麼也是一瞬間吐出的相當粗俗的斥責"
"6823","“混帳"
"6824","你想跟蹤我嗎"
"6825","”
    想膩了"
"6826","等煩了"
"6827","結果我成了難以擺脫欲求的俘虜"
"6828","只想哪怕一次"
"6829","也要明確地捕捉老師的憎惡的面孔"
"6830","最後"
"6831","我想出了這樣的詭計"
"6832","我狂妄"
"6833","也充滿稚氣"
"6834","明知首先會給我帶來不利"
"6835","我卻已經不能克制自己"
"6836","甚至不顧這種惡作劇會導致老師對我更大的誤解"
"6837","
    我到學校向柏木打聽了店鋪的地點和名稱"
"6838","柏木不問緣由就告訴了我"
"6839","當天我趕到那店鋪"
"6840","看見了無計其數的像明信片大小的批園名妓的照片"
"6841","
    乍看"
"6842","經過人工化妝的女人的面孔幾乎都是一副模樣"
"6843","細看"
"6844","卻可以發現其性格的微妙差異"
"6845","透過白粉胭脂相同的假面具"
"6846","可以看到明暗和明朗"
"6847","靈活的智慧和美麗的愚昧"
"6848","不愉快和無限度的快活"
"6849","不幸和幸運等等多彩的色調活現出來了"
"6850","我好不容易才找到了我想要的一"
"6851","這張照片在店裡璀璨燈光的照耀下"
"6852","其亮光紙面光燦燦反射"
"6853","使我差點疏漏過去了"
"6854","不過"
"6855","拿在手中"
"6856","照片就沒有反光"
"6857","身穿褐紅色大衣的女人的面孔就現出來了"
"6858","
    “我要這張"
"6859","”我對店員說"
"6860","
    我為什麼變得如此大膽"
"6861","這是難以想像的"
"6862","它與我實行這項計劃後反常地變得格外快活"
"6863","並為不可名狀的喜悅所振奮的這種難以想像"
"6864","是互相呼應的"
"6865","初始我本想趁老師不在悄悄地干"
"6866","而不讓他察覺出是誰干的"
"6867","可是"
"6868","這時候"
"6869","一股昂揚的情緒驅使著我選擇了讓他清楚地知道是我干的危險的辦法"
"6870","
    至今"
"6871","給老師房間送展報還是我的任務"
"6872","3月還有點微寒的清晨"
"6873","我像平時一樣到大門口去取報紙"
"6874","我從懷裡掏出祗園藝妓的照片"
"6875","夾在其中一張報紙裡"
"6876","這時我心潮沸騰起來了"
"6877","
    前院環車道中央那些用樹籬圍著的鐵樹"
"6878","沐浴在朝陽下"
"6879","它的枝干的粗糙表皮勾勒出了鮮明的輪廓"
"6880","左側植著一株小菩提樹"
"6881","四五只晚歸的黃雀落在它的技椏上"
"6882","啁啾鳴囀"
"6883","恍如揉念珠般的聲響"
"6884","此刻還有黃雀"
"6885","我感到意外"
"6886","在旭日照耀的枝頭移動著纖細的黃色胸毛"
"6887","它確實是黃雀"
"6888","前院鋪滿了石沙子"
"6889","一派寂靜"
"6890","
    我粗粗地指拭打掃過後"
"6891","小心地走過有許多處被濡濕的走廊"
"6892","以免濡濕了腳丫"
"6893","大書院老師房子的拉門仍然緊閉著"
"6894","清晨來得早"
"6895","拉門的白色顯得格外的光亮"
"6896","
    我跪坐在顧道上"
"6897","像平時一樣揚聲說"
"6898","
    “打擾了"
"6899","”
    聽見老師的應聲"
"6900","我便打開拉門走了過去"
"6901","把疊好的報紙輕輕地放在書桌的一角上"
"6902","老師低著頭在閱讀什麼書"
"6903","沒有瞧我的眼睛……我退出房間"
"6904","把拉門關上"
"6905","強作鎮靜"
"6906","悠然地從走廊向自己的房間走去"
"6907","
    上學前的這一段時間"
"6908","我一直坐在自己的房間裡"
"6909","任憑心髒越來越劇烈地跳動"
"6910","迄今我不曾抱希望等待著什麼"
"6911","如今分明是期待老師的憎恨才干出來的"
"6912","不料我心中卻在幻想洋溢著人際相互理解的戲劇性的熱情的場面"
"6913","
    也許老師會冷不防地來到我的房間"
"6914","寬恕我了吧"
"6915","我被寬恕"
"6916","也許會有生以來頭一遭像鶴川的日常那樣"
"6917","到達無瑕的明朗的感情"
"6918","老師與我大概會互相擁抱、會歎息相互理解太晚了吧"
"6919","無疑"
"6920","惟有這一點保留了下來"
"6921","
    盡管時間是短暫的"
"6922","可我為什麼竟熱衷於這樣荒唐的幻想呢"
"6923","我無法解釋"
"6924","冷靜思考的話"
"6925","我是想憑借這種無聊的愚蠢行動來觸怒老師"
"6926","讓他從繼承住持的候選人名單中勾銷我的名字"
"6927","從而我自己找出成為永遠失去當金閣主人的希望的端緒"
"6928","這時候"
"6929","我甚至忘卻了我對金閣長期以來的執著"
"6930","
    我只顧豎起耳朵傾聽大書院老師房間裡的動靜"
"6931","什麼聲音也沒有聽見"
"6932","
    我心想"
"6933","這回等待的是老師無法抑制的怒火和大發雷霆"
"6934","就是被拳打腳踢"
"6935","落到流血的窘境"
"6936","我也不會後悔"
"6937","
    但是"
"6938","大書院那邊鴉雀無聲"
"6939","什麼聲音也沒有傳過來……
    那天早晨"
"6940","終於到了上學的時刻"
"6941","從底苑寺出來時"
"6942","我的身心疲憊"
"6943","頹喪極了"
"6944","上課聽課也聽不過去"
"6945","回答老師也是答非所問"
"6946","引起了哄堂大笑"
"6947","只有柏木漠不關心地眺望著窗外"
"6948","毫無疑問"
"6949","他早已察覺到我內心的這出戲"
"6950","
    回到寺廟後"
"6951","也沒有發生任何的變化"
"6952","寺廟生活的暗淡、帶霉味的永久性"
"6953","是由今日和明日之間不可能產生任何差異和懸殊所構成的"
"6954","今天適逢是每月兩次講授教典課中的一天"
"6955","寺廟的所有人都得聚集在老師的起居室聽講"
"6956","可我卻相信老師大概會在眾人面前借著講授“無門關”這一課來責問我"
"6957","
    我確信的理由是這樣的"
"6958","今晚上課和老師相對而坐"
"6959","是很不合我的性格的"
"6960","不過"
"6961","我自己感到這應該說是一種男性的勇氣"
"6962","那麼"
"6963","老師就會相應地表現出男性的美德"
"6964","打破偽善"
"6965","在寺廟的所有人面前坦白自己的行徑"
"6966","爾後再責問我的卑劣行為"
"6967","
    ……寺廟眾僧手待“無門關”講義"
"6968","聚在昏暗的燈光下"
"6969","夜間寒冷"
"6970","老師身旁只放著一只小手爐"
"6971","可以聽見抽鼻涕的聲音"
"6972","低著頭的老老少少的臉被影子畫成了花臉"
"6973","每張臉上都露出了難以形容的有氣無力的神情"
"6974","新進廟的弟子"
"6975","白天任小學教師"
"6976","他的近視眼鏡不時地從瘦削的鼻梁上滑落下來"
"6977","
    只有我感到體內充滿了力量"
"6978","至少我是這樣想的"
"6979","老師翻開講義"
"6980","環視了眾人一圈"
"6981","我的視線追著老師的視線"
"6982","因為我要讓他瞧瞧"
"6983","我是決不會垂下眼簾的"
"6984","但是"
"6985","老師那雙眼圈滿是松弛的皺紋的眼睛"
"6986","沒有露出任何感興趣的神采"
"6987","他將視線從我身上移問我貼鄰的人的臉上"
"6988","
    開始講課了"
"6989","我只顧等待著他講到哪裡會突然急轉到我的問題上"
"6990","我側耳傾聽"
"6991","老師高亢的聲音不斷於耳"
"6992","老師內心的聲音"
"6993","我一句也沒有聽見……
    這一夜"
"6994","我依然難以成眠"
"6995","我藐視老師"
"6996","我要嘲笑他的偽善"
"6997","但是"
"6998","我漸漸露出了一種悔恨自己不能總是保持著這樣興奮的情緒"
"6999","我對老師的偽善表示的輕蔑"
"7000","在奇妙的狀況下"
"7001","與我的意志薄弱結合在一起"
"7002","我終於明白了他是個不足取的人"
"7003","我甚至想到哪怕向他道歉也不算是我的失敗"
"7004","我的這種心緒一度爬上了頂峰"
"7005","爾後又沿著陡坡快步跑了下來"
"7006","
    我想"
"7007","明兒一早就去道歉"
"7008","到了早晨"
"7009","我又想"
"7010","今天之內向他道歉吧"
"7011","老師的表情依然沒有什麼變化"
"7012","
    這是一個刮風的日子"
"7013","我從學校回來"
"7014","漫不經心地打開了書桌的抽屜"
"7015","看見了一個白紙包"
"7016","裡面就是包著那張照片"
"7017","上面連一個字也沒有"
"7018","
    老師似乎打算用這個辦法了結這樁事件"
"7019","倒不是他對此事明確表示不聞不問"
"7020","而似乎是要讓我意識到我的行為是無效的"
"7021","這種歸還照片的奇妙方法"
"7022","卻突然讓我浮想聯翩"
"7023","
    “老師一定也很痛苦"
"7024","”我想"
"7025","“他一定是絞盡腦汁才想出這一招來的"
"7026","當今他確實在憎恨我"
"7027","大概老師不是憎恨照片"
"7028","而是這張照片通使他在自己的寺廟裡也不得不避忌地人的耳目"
"7029","趁無人的當兒躡足經過走廊"
"7030","來到一次也不曾來過的弟子房間"
"7031","簡直像犯罪似地打開了我的書桌抽屜"
"7032","露出了一副卑鄙的嘴臉"
"7033","如今老師已有充分理由憎恨我了"
"7034","”
    這麼一想"
"7035","我心頭驀地湧起了一股稀奇古怪的喜悅"
"7036","此後我便從事愉快的操作"
"7037","
    我用剪子將女人的照片剪碎"
"7038","然後用兩層結實的筆記本紙包起來"
"7039","緊緊摟在手裡"
"7040","帶到了金閣的旁邊"
"7041","
    寒風呼嘯的月夜"
"7042","金閣像往常一樣聳立著"
"7043","洋溢著一種陰郁的均衡的氣氛"
"7044","林立的細長柱子在承受著月光的時候"
"7045","恍如琴弦"
"7046","金閣就像一個巨大的離奇的樂器"
"7047","這是由於懸月的高低不同"
"7048","使人看起來產生這種錯覺"
"7049","今夜也如此"
"7050","可是風兒從決不鳴響的琴弦隙間徒然地吹過去了"
"7051","
    我撿起腳下的一塊小石頭"
"7052","把它包在小紙包裡"
"7053","將紙包揉成結結實實的一團"
"7054","這樣我便把用石頭壓著的剪成碎片的女人照片"
"7055","投入鏡湖地裡了"
"7056","悠然地擴展的漣游"
"7057","很快就蕩到岸邊我的腳下來"
"7058","
    是年11月"
"7059","我突然出走"
"7060","都是所有這些事情積累的結果"
"7061","
    日後回想起來"
"7062","乍看似突然出走"
"7063","其實則是經過長期深思熟慮和猶豫的"
"7064","然而"
"7065","我總喜歡把它認為是被突然的沖動所驅使的行為"
"7066","因為我內心缺乏根本性的沖動"
"7067","所以我尤其喜歡模仿沖動"
"7068","譬如"
"7069","有的男人頭天晚上計劃好第二天去祭掃父親的墓"
"7070","可是第二天出了家門"
"7071","來到車站前的時候"
"7072","突然改變了主意"
"7073","轉而到酒友家中去了"
"7074","這種情況能說他是純粹的沖動嗎"
"7075","他的突然改變主意"
"7076","難道不是比迄今長期准備去掃墓更有意識的、對自己的意志的一種報復行為嗎"
"7077","
    我出走的直接動機"
"7078","是由於頭天老師第一次以堅決的口吻明確地說"
"7079","“我曾經打算讓你接我的班"
"7080","不過現在我必須明確地告訴你"
"7081","我已經沒有這個意思了"
"7082","”
    對於老師這番言明"
"7083","我耿耿於懷"
"7084","雖說這種宣告是頭一次"
"7085","但我早就預感到會有這種宣告"
"7086","是有思想准備的"
"7087","所以我聽到這種宣告時"
"7088","並不感到是個晴天霹靂"
"7089","再說"
"7090","事到如今"
"7091","大吃一驚或狼狽周章都無濟於事"
"7092","盡管如此"
"7093","我還是喜歡這樣認為"
"7094","我自己所以出走"
"7095","是由於受老師這番話的觸發"
"7096","一時沖動之下采取的行為"
"7097","
    我施展照片的策略"
"7098","確實探知了老師很我之後"
